Security_Symbol,             ,Security_Type,Current_Pos_Limit,Current_NearTerm_Limit
SNDR  ,               ,Equity,7500000   ,0         
SNDX  ,               ,Equity,25000000  ,0         
SNEX  ,               ,Equity,2500000   ,0         
SNLN  ,               ,Equity,2500000   ,0         
SNN   ,               ,Equity,25000000  ,0         
SNOW  ,               ,Equity,25000000  ,0         
SNPE  ,               ,Equity,5000000   ,0         
SNPO  ,               ,Equity,2500000   ,0         
SNPS  ,               ,Equity,25000000  ,0         
SNSR  ,               ,Equity,2500000   ,0         
SNV   ,               ,Equity,25000000  ,0         
SNX   ,               ,Equity,7500000   ,0         
SNY   ,               ,Equity,25000000  ,0         
SO    ,               ,Equity,25000000  ,0         
SOCL  ,               ,Equity,2500000   ,0         
SOFI  ,               ,Equity,25000000  ,0         
SOHU  ,               ,Equity,7500000   ,0         
SOI   ,               ,Equity,5000000   ,0         
SOL   ,               ,Equity,25000000  ,0         
SOLO  ,               ,Equity,25000000  ,0         
SON   ,               ,Equity,7500000   ,0         
SOND  ,               ,Equity,25000000  ,0         
SONO  ,               ,Equity,25000000  ,0         
SONY  ,               ,Equity,25000000  ,0         
SOPH  ,               ,Equity,2500000   ,0         
SOS   ,               ,Equity,25000000  ,0         
SOUN  ,               ,Equity,25000000  ,0         
SOVO  ,               ,Equity,7500000   ,0         
SOX   ,               ,Index/Other,94500     ,0         
SOXL  ,               ,Equity,25000000  ,0         
SOXQ  ,               ,Equity,2500000   ,0         
SOXS  ,               ,Equity,25000000  ,0         
SOXX  ,               ,Equity,25000000  ,0         
SOYB  ,               ,Equity,2500000   ,0         
SP    ,               ,Equity,2500000   ,0         
SPAB  ,               ,Equity,25000000  ,0         
SPB   ,               ,Equity,20000000  ,0         
SPBO  ,               ,Equity,5000000   ,0         
SPC   ,               ,Equity,2500000   ,0         
SPCE  ,               ,Equity,25000000  ,0         
SPCX  ,               ,Equity,2500000   ,0         
SPD   ,               ,Equity,5000000   ,0         
SPDN  ,               ,Equity,25000000  ,0         
SPDW  ,               ,Equity,25000000  ,0         
SPEM  ,               ,Equity,25000000  ,0         
SPEU  ,               ,Equity,2500000   ,0         
SPFF  ,               ,Equity,2500000   ,0         
SPFI  ,               ,Equity,2500000   ,0         
SPG   ,               ,Equity,25000000  ,0         
SPGI  ,               ,Equity,25000000  ,0         
SPGM  ,               ,Equity,2500000   ,0         
SPGP  ,               ,Equity,5000000   ,0         
SPH   ,               ,Equity,5000000   ,0         
SPHB  ,               ,Equity,20000000  ,0         
SPHD  ,               ,Equity,25000000  ,0         
SPHQ  ,               ,Equity,20000000  ,0         
SPHR  ,               ,Equity,7500000   ,0         
SPHY  ,               ,Equity,7500000   ,0         
SPI   ,               ,Equity,25000000  ,0         
SPIB  ,               ,Equity,25000000  ,0         
SPIP  ,               ,Equity,25000000  ,0         
SPIR  ,               ,Equity,25000000  ,0         
SPKX  ,               ,Equity,2500000   ,0         
SPKY  ,               ,Equity,2500000   ,0         
SPLB  ,               ,Equity,25000000  ,0         
SPLG  ,               ,Equity,25000000  ,0         
SPLK  ,               ,Equity,25000000  ,0         
SPLV  ,               ,Equity,25000000  ,0         
SPMB  ,               ,Equity,25000000  ,0         
SPMD  ,               ,Equity,25000000  ,0         
SPMO  ,               ,Equity,2500000   ,0         
SPNS  ,               ,Equity,5000000   ,0         
SPNT  ,               ,Equity,20000000  ,0         
SPOK  ,               ,Equity,5000000   ,0         
SPOT  ,               ,Equity,25000000  ,0         
SPPI  ,               ,Equity,25000000  ,0         
SPR   ,               ,Equity,25000000  ,0         
SPRO  ,               ,Equity,25000000  ,0         
SPRU  ,               ,Equity,25000000  ,0         
SPRX  ,               ,Equity,2500000   ,0         
SPRY  ,               ,Equity,25000000  ,0         
SPSB  ,               ,Equity,25000000  ,0         
SPSC  ,               ,Equity,2500000   ,0         
SPSM  ,               ,Equity,30550000  ,0         
SPT   ,               ,Equity,20000000  ,0         
SPTI  ,               ,Equity,25000000  ,0         
SPTL  ,               ,Equity,25000000  ,0         
SPTM  ,               ,Equity,20000000  ,0         
SPTN  ,               ,Equity,7500000   ,0         
SPTS  ,               ,Equity,25000000  ,0         
SPUU  ,               ,Equity,2500000   ,0         
SPVM  ,               ,Equity,2500000   ,0         
SPVU  ,               ,Equity,2500000   ,0         
SPWH  ,               ,Equity,25000000  ,0         
SPWR  ,               ,Equity,25000000  ,0         
SPXC  ,               ,Equity,5000000   ,0         
SPXE  ,               ,Equity,2500000   ,0         
SPXL  ,               ,Equity,25000000  ,0         
SPXN  ,               ,Equity,2500000   ,0         
SPXS  ,               ,Equity,25000000  ,0         
SPXT  ,               ,Equity,2500000   ,0         
SPXU  ,               ,Equity,25000000  ,0         
SPXV  ,               ,Equity,2500000   ,0         
SPY   ,               ,Equity,360000000 ,0         
SPYD  ,               ,Equity,25000000  ,0         
SPYG  ,               ,Equity,25000000  ,0         
SPYV  ,               ,Equity,25000000  ,0         
SPYX  ,               ,Equity,2500000   ,0         
SQ    ,               ,Equity,25000000  ,0         
SQFT  ,               ,Equity,2500000   ,0         
SQM   ,               ,Equity,25000000  ,0         
SQNS  ,               ,Equity,2500000   ,0         
SQQQ  ,               ,Equity,25000000  ,0         
SQSP  ,               ,Equity,20000000  ,0         
SQZB  ,               ,Equity,7500000   ,0         
SR    ,               ,Equity,5000000   ,0         
SRAD  ,               ,Equity,7500000   ,0         
SRAX  ,               ,Equity,20000000  ,0         
SRC   ,               ,Equity,25000000  ,0         
SRCE  ,               ,Equity,2500000   ,0         
SRCL  ,               ,Equity,7500000   ,0         
SRDX  ,               ,Equity,2500000   ,0         
SRE   ,               ,Equity,25000000  ,0         
SRET  ,               ,Equity,2500000   ,0         
SRG   ,               ,Equity,25000000  ,0         
SRI   ,               ,Equity,2500000   ,0         
SRL   ,               ,Equity,2500000   ,0         
SRLN  ,               ,Equity,25000000  ,0         
SRNEQ ,               ,Equity,25000000  ,0         
SRPT  ,               ,Equity,25000000  ,0         
SRRK  ,               ,Equity,7500000   ,0         
SRS   ,               ,Equity,5000000   ,0         
SRT   ,               ,Equity,2500000   ,0         
SRTS  ,               ,Equity,7500000   ,0         
SRTY  ,               ,Equity,25000000  ,0         
SRVR  ,               ,Equity,5000000   ,0         
SSB   ,               ,Equity,20000000  ,0         
SSD   ,               ,Equity,5000000   ,0         
SSG   ,               ,Equity,2500000   ,0         
SSL   ,               ,Equity,7500000   ,0         
SSNC  ,               ,Equity,25000000  ,0         
SSO   ,               ,Equity,50000000  ,0         
SSP   ,               ,Equity,5000000   ,0         
SSRM  ,               ,Equity,25000000  ,0         
SSSS  ,               ,Equity,20000000  ,0         
SST   ,               ,Equity,25000000  ,0         
SSTI  ,               ,Equity,2500000   ,0         
SSTK  ,               ,Equity,7500000   ,0         
SSUS  ,               ,Equity,2500000   ,0         
SSYS  ,               ,Equity,25000000  ,0         
ST    ,               ,Equity,25000000  ,0         
STAA  ,               ,Equity,20000000  ,0         
STAG  ,               ,Equity,25000000  ,0         
STBA  ,               ,Equity,5000000   ,0         
STC   ,               ,Equity,5000000   ,0         
STE   ,               ,Equity,7500000   ,0         
STEM  ,               ,Equity,25000000  ,0         
STEP  ,               ,Equity,5000000   ,0         
STER  ,               ,Equity,5000000   ,0         
STGF  ,               ,Equity,2500000   ,0         
STGW  ,               ,Equity,25000000  ,0         
STHO  ,               ,Equity,2500000   ,0         
STIM  ,               ,Equity,7500000   ,0         
STIP  ,               ,Equity,25000000  ,0         
STKH  ,               ,Equity,5000000   ,0         
STKL  ,               ,Equity,25000000  ,0         
STKS  ,               ,Equity,2500000   ,0         
STLA  ,               ,Equity,25000000  ,0         
STLD  ,               ,Equity,25000000  ,0         
STM   ,               ,Equity,25000000  ,0         
STN   ,               ,Equity,2500000   ,0         
STNE  ,               ,Equity,25000000  ,0         
STNG  ,               ,Equity,25000000  ,0         
STOK  ,               ,Equity,7500000   ,0         
STPZ  ,               ,Equity,5000000   ,0         
STR   ,               ,Equity,20000000  ,0         
STRA  ,               ,Equity,2500000   ,0         
STRL  ,               ,Equity,5000000   ,0         
STRO  ,               ,Equity,20000000  ,0         
STT   ,               ,Equity,25000000  ,0         
STTK  ,               ,Equity,2500000   ,0         
STVN  ,               ,Equity,7500000   ,0         
STWD  ,               ,Equity,25000000  ,0         
STX   ,               ,Equity,25000000  ,0         
STXS  ,               ,Equity,7500000   ,0         
STZ   ,               ,Equity,25000000  ,0         
SU    ,               ,Equity,25000000  ,0         
SUI   ,               ,Equity,20000000  ,0         
SUM   ,               ,Equity,25000000  ,0         
SUN   ,               ,Equity,5000000   ,0         
SUNL  ,               ,Equity,25000000  ,0         
SUNW  ,               ,Equity,25000000  ,0         
SUP   ,               ,Equity,2500000   ,0         
SUPL  ,               ,Equity,2500000   ,0         
SUPN  ,               ,Equity,7500000   ,0         
SUPV  ,               ,Equity,20000000  ,0         
SURF  ,               ,Equity,7500000   ,0         
SURG  ,               ,Equity,2500000   ,0         
SUSA  ,               ,Equity,5000000   ,0         
SUSB  ,               ,Equity,5000000   ,0         
SUSL  ,               ,Equity,5000000   ,0         
SUZ   ,               ,Equity,25000000  ,0         
SVAL  ,               ,Equity,2500000   ,0         
SVC   ,               ,Equity,25000000  ,0         
SVIX  ,               ,Equity,25000000  ,0         
SVM   ,               ,Equity,25000000  ,0         
SVOL  ,               ,Equity,5000000   ,0         
SVRA  ,               ,Equity,7500000   ,0         
SVVC  ,               ,Equity,2500000   ,0         
SVXY  ,               ,Equity,25000000  ,0         
SWAN  ,               ,Equity,2500000   ,0         
SWAV  ,               ,Equity,7500000   ,0         
SWBI  ,               ,Equity,25000000  ,0         
SWI   ,               ,Equity,20000000  ,0         
SWIM  ,               ,Equity,25000000  ,0         
SWK   ,               ,Equity,25000000  ,0         
SWKS  ,               ,Equity,25000000  ,0         
SWN   ,               ,Equity,25000000  ,0         
SWTX  ,               ,Equity,25000000  ,0         
SWX   ,               ,Equity,7500000   ,0         
SXC   ,               ,Equity,25000000  ,0         
SXI   ,               ,Equity,2500000   ,0         
SXT   ,               ,Equity,5000000   ,0         
SY    ,               ,Equity,7500000   ,0         
SYBT  ,               ,Equity,2500000   ,0         
SYBX  ,               ,Equity,5000000   ,0         
SYF   ,               ,Equity,25000000  ,0         
SYK   ,               ,Equity,25000000  ,0         
SYLD  ,               ,Equity,2500000   ,0         
SYM   ,               ,Equity,20000000  ,0         
SYNA  ,               ,Equity,7500000   ,0         
SYNH  ,               ,Equity,25000000  ,0         
SYPR  ,               ,Equity,2500000   ,0         
SYRS  ,               ,Equity,45000000  ,0         
SYY   ,               ,Equity,25000000  ,0         
SZK   ,               ,Equity,2500000   ,0         
T     ,               ,Equity,25000000  ,0         
TAC   ,               ,Equity,7500000   ,0         
TACT  ,               ,Equity,2500000   ,0         
TAGS  ,               ,Equity,2500000   ,0         
TAIL  ,               ,Equity,7500000   ,0         
TAK   ,               ,Equity,25000000  ,0         
TAL   ,               ,Equity,25000000  ,0         
TALK  ,               ,Equity,20000000  ,0         
TALO  ,               ,Equity,25000000  ,0         
TAN   ,               ,Equity,25000000  ,0         
TAOP  ,               ,Equity,5000000   ,0         
TAP   ,               ,Equity,25000000  ,0         
TARA  ,               ,Equity,2500000   ,0         
TARK  ,               ,Equity,25000000  ,0         
TARO  ,               ,Equity,2500000   ,0         
TARS  ,               ,Equity,2500000   ,0         
TASK  ,               ,Equity,7500000   ,0         
TAST  ,               ,Equity,7500000   ,0         
TBBK  ,               ,Equity,7500000   ,0         
TBF   ,               ,Equity,25000000  ,0         
TBI   ,               ,Equity,5000000   ,0         
TBIL  ,               ,Equity,7500000   ,0         
TBIO  ,               ,Equity,2500000   ,0         
TBLA  ,               ,Equity,25000000  ,0         
TBNK  ,               ,Equity,2500000   ,0         
TBPH  ,               ,Equity,25000000  ,0         
TBT   ,               ,Equity,25000000  ,0         
TCBI  ,               ,Equity,7500000   ,0         
TCBK  ,               ,Equity,2500000   ,0         
TCHI  ,               ,Equity,2500000   ,0         
TCMD  ,               ,Equity,5000000   ,0         
TCN   ,               ,Equity,25000000  ,0         
TCOM  ,               ,Equity,25000000  ,0         
TCON  ,               ,Equity,2500000   ,0         
TCPC  ,               ,Equity,5000000   ,0         
TCRT  ,               ,Equity,25000000  ,0         
TCS   ,               ,Equity,7500000   ,0         
TCX   ,               ,Equity,2500000   ,0         
TD    ,               ,Equity,25000000  ,0         
TDC   ,               ,Equity,25000000  ,0         
TDCX  ,               ,Equity,5000000   ,0         
TDG   ,               ,Equity,7500000   ,0         
TDIV  ,               ,Equity,2500000   ,0         
TDOC  ,               ,Equity,25000000  ,0         
TDS   ,               ,Equity,25000000  ,0         
TDSC  ,               ,Equity,5000000   ,0         
TDUP  ,               ,Equity,25000000  ,0         
TDV   ,               ,Equity,2500000   ,0         
TDW   ,               ,Equity,20000000  ,0         
TDY   ,               ,Equity,7500000   ,0         
TEAM  ,               ,Equity,25000000  ,0         
TECB  ,               ,Equity,2500000   ,0         
TECH  ,               ,Equity,5000000   ,0         
TECK  ,               ,Equity,25000000  ,0         
TECL  ,               ,Equity,25000000  ,0         
TECS  ,               ,Equity,25000000  ,0         
TEF   ,               ,Equity,25000000  ,0         
TEL   ,               ,Equity,25000000  ,0         
TELA  ,               ,Equity,2500000   ,0         
TELL  ,               ,Equity,25000000  ,0         
TENB  ,               ,Equity,25000000  ,0         
TEO   ,               ,Equity,2500000   ,0         
TER   ,               ,Equity,25000000  ,0         
TERN  ,               ,Equity,7500000   ,0         
TEVA  ,               ,Equity,25000000  ,0         
TEX   ,               ,Equity,25000000  ,0         
TFC   ,               ,Equity,25000000  ,0         
TFFP  ,               ,Equity,5000000   ,0         
TFI   ,               ,Equity,25000000  ,0         
TFII  ,               ,Equity,5000000   ,0         
TFIN  ,               ,Equity,5000000   ,0         
TFLO  ,               ,Equity,25000000  ,0         
TFSL  ,               ,Equity,7500000   ,0         
TFX   ,               ,Equity,7500000   ,0         
TG    ,               ,Equity,5000000   ,0         
TGB   ,               ,Equity,25000000  ,0         
TGH   ,               ,Equity,7500000   ,0         
TGI   ,               ,Equity,25000000  ,0         
TGLS  ,               ,Equity,7500000   ,0         
TGNA  ,               ,Equity,25000000  ,0         
TGS   ,               ,Equity,5000000   ,0         
TGT   ,               ,Equity,25000000  ,0         
TGTX  ,               ,Equity,25000000  ,0         
TH    ,               ,Equity,25000000  ,0         
THC   ,               ,Equity,25000000  ,0         
THCH  ,               ,Equity,7500000   ,0         
THCX  ,               ,Equity,2500000   ,0         
THD   ,               ,Equity,2500000   ,0         
THFF  ,               ,Equity,2500000   ,0         
THG   ,               ,Equity,5000000   ,0         
THLV  ,               ,Equity,2500000   ,0         
THO   ,               ,Equity,25000000  ,0         
THR   ,               ,Equity,5000000   ,0         
THRM  ,               ,Equity,5000000   ,0         
THRN  ,               ,Equity,2500000   ,0         
THRY  ,               ,Equity,7500000   ,0         
THS   ,               ,Equity,7500000   ,0         
THTX  ,               ,Equity,5000000   ,0         
TIGO  ,               ,Equity,5000000   ,0         
TIGR  ,               ,Equity,25000000  ,0         
TIL   ,               ,Equity,25000000  ,0         
TILE  ,               ,Equity,7500000   ,0         
TILL  ,               ,Equity,2500000   ,0         
TIMB  ,               ,Equity,25000000  ,0         
TIME  ,               ,Equity,2500000   ,0         
TINT  ,               ,Equity,2500000   ,0         
TINY  ,               ,Equity,2500000   ,0         
TIO   ,               ,Equity,25000000  ,0         
TIP   ,               ,Equity,25000000  ,0         
TIPT  ,               ,Equity,2500000   ,0         
TIPX  ,               ,Equity,25000000  ,0         
TITN  ,               ,Equity,5000000   ,0         
TIXT  ,               ,Equity,5000000   ,0         
TJX   ,               ,Equity,25000000  ,0         
TK    ,               ,Equity,25000000  ,0         
TKAT  ,               ,Equity,25000000  ,0         
TKC   ,               ,Equity,20000000  ,0         
TKR   ,               ,Equity,7500000   ,0         
TLH   ,               ,Equity,7500000   ,0         
TLIS  ,               ,Equity,5000000   ,0         
TLRY  ,               ,Equity,50000000  ,0         
TLS   ,               ,Equity,25000000  ,0         
TLSA  ,               ,Equity,5000000   ,0         
TLT   ,               ,Equity,50000000  ,0         
TLYS  ,               ,Equity,5000000   ,0         
TM    ,               ,Equity,7500000   ,0         
TMAT  ,               ,Equity,2500000   ,0         
TMC   ,               ,Equity,25000000  ,0         
TMCI  ,               ,Equity,7500000   ,0         
TMDV  ,               ,Equity,2500000   ,0         
TMDX  ,               ,Equity,7500000   ,0         
TME   ,               ,Equity,25000000  ,0         
TMF   ,               ,Equity,25000000  ,0         
TMFC  ,               ,Equity,2500000   ,0         
TMHC  ,               ,Equity,25000000  ,0         
TMO   ,               ,Equity,25000000  ,0         
TMP   ,               ,Equity,2500000   ,0         
TMPO  ,               ,Equity,20000000  ,0         
TMQ   ,               ,Equity,7500000   ,0         
TMST  ,               ,Equity,25000000  ,0         
TMUS  ,               ,Equity,25000000  ,0         
TMV   ,               ,Equity,20000000  ,0         
TNA   ,               ,Equity,25000000  ,0         
TNC   ,               ,Equity,2500000   ,0         
TNDM  ,               ,Equity,25000000  ,0         
TNET  ,               ,Equity,7500000   ,0         
TNK   ,               ,Equity,7500000   ,0         
TNL   ,               ,Equity,25000000  ,0         
TNP   ,               ,Equity,7500000   ,0         
TNYA  ,               ,Equity,7500000   ,0         
TOKE  ,               ,Equity,2500000   ,0         
TOL   ,               ,Equity,25000000  ,0         
TOLZ  ,               ,Equity,2500000   ,0         
TOON  ,               ,Equity,25000000  ,0         
TOST  ,               ,Equity,25000000  ,0         
TOTL  ,               ,Equity,7500000   ,0         
TOUR  ,               ,Equity,25000000  ,0         
TOWN  ,               ,Equity,5000000   ,0         
TPB   ,               ,Equity,5000000   ,0         
TPC   ,               ,Equity,7500000   ,0         
TPG   ,               ,Equity,20000000  ,0         
TPH   ,               ,Equity,25000000  ,0         
TPIC  ,               ,Equity,25000000  ,0         
TPOR  ,               ,Equity,2500000   ,0         
TPR   ,               ,Equity,25000000  ,0         
TPVG  ,               ,Equity,5000000   ,0         
TPX   ,               ,Equity,25000000  ,0         
TPYP  ,               ,Equity,2500000   ,0         
TQQQ  ,               ,Equity,50000000  ,0         
TR    ,               ,Equity,5150000   ,0         
TRC   ,               ,Equity,2500000   ,0         
TREE  ,               ,Equity,5000000   ,0         
TREX  ,               ,Equity,25000000  ,0         
TRGP  ,               ,Equity,25000000  ,0         
TRHC  ,               ,Equity,20000000  ,0         
TRI   ,               ,Equity,20000000  ,0         
TRIB  ,               ,Equity,7500000   ,0         
TRIN  ,               ,Equity,5000000   ,0         
TRIP  ,               ,Equity,25000000  ,0         
TRIRF ,               ,Equity,25000000  ,0         
TRMB  ,               ,Equity,25000000  ,0         
TRMD  ,               ,Equity,7500000   ,0         
TRMK  ,               ,Equity,7500000   ,0         
TRMR  ,               ,Equity,5000000   ,0         
TRN   ,               ,Equity,7500000   ,0         
TRNO  ,               ,Equity,7500000   ,0         
TROO  ,               ,Equity,25000000  ,0         
TROW  ,               ,Equity,25000000  ,0         
TROX  ,               ,Equity,25000000  ,0         
TRP   ,               ,Equity,25000000  ,0         
TRS   ,               ,Equity,2500000   ,0         
TRST  ,               ,Equity,2500000   ,0         
TRTN  ,               ,Equity,7500000   ,0         
TRTX  ,               ,Equity,7500000   ,0         
TRU   ,               ,Equity,25000000  ,0         
TRUE  ,               ,Equity,7500000   ,0         
TRUP  ,               ,Equity,25000000  ,0         
TRV   ,               ,Equity,25000000  ,0         
TRVG  ,               ,Equity,7500000   ,0         
TRVI  ,               ,Equity,5000000   ,0         
TRVN  ,               ,Equity,25000000  ,0         
TRX   ,               ,Equity,7500000   ,0         
TS    ,               ,Equity,25000000  ,0         
TSAT  ,               ,Equity,2500000   ,0         
TSBK  ,               ,Equity,2500000   ,0         
TSCO  ,               ,Equity,25000000  ,0         
TSE   ,               ,Equity,7500000   ,0         
TSEM  ,               ,Equity,25000000  ,0         
TSHA  ,               ,Equity,25000000  ,0         
TSL   ,               ,Equity,2500000   ,0         
TSLA  ,               ,Equity,75000000  ,0         
TSLL  ,               ,Equity,25000000  ,0         
TSLQ  ,               ,Equity,25000000  ,0         
TSLS  ,               ,Equity,25000000  ,0         
TSLX  ,               ,Equity,7500000   ,0         
TSLY  ,               ,Equity,5000000   ,0         
TSM   ,               ,Equity,25000000  ,0         
TSN   ,               ,Equity,25000000  ,0         
TSP   ,               ,Equity,25000000  ,0         
TSQ   ,               ,Equity,2500000   ,0         
TSVT  ,               ,Equity,25000000  ,0         
TT    ,               ,Equity,25000000  ,0         
TTAC  ,               ,Equity,2500000   ,0         
TTC   ,               ,Equity,7500000   ,0         
TTCFQ ,               ,Equity,25000000  ,0         
TTD   ,               ,Equity,25000000  ,0         
TTE   ,               ,Equity,25000000  ,0         
TTEC  ,               ,Equity,5000000   ,0         
TTEK  ,               ,Equity,5000000   ,0         
TTGT  ,               ,Equity,5000000   ,0         
TTI   ,               ,Equity,25000000  ,0         
TTM   ,               ,Equity,25000000  ,0         
TTMI  ,               ,Equity,7500000   ,0         
TTNP  ,               ,Equity,5000000   ,0         
TTOO  ,               ,Equity,25000000  ,0         
TTSH  ,               ,Equity,7500000   ,0         
TTT   ,               ,Equity,2500000   ,0         
TTWO  ,               ,Equity,50000000  ,0         
TU    ,               ,Equity,25000000  ,0         
TUA   ,               ,Equity,5000000   ,0         
TUP   ,               ,Equity,25000000  ,0         
TUR   ,               ,Equity,7500000   ,0         
TURN  ,               ,Equity,2500000   ,0         
TUSK  ,               ,Equity,5000000   ,0         
TUYA  ,               ,Equity,25000000  ,0         
TV    ,               ,Equity,25000000  ,0         
TVTX  ,               ,Equity,25000000  ,0         
TW    ,               ,Equity,25000000  ,0         
TWEB  ,               ,Equity,2500000   ,0         
TWI   ,               ,Equity,7500000   ,0         
TWIN  ,               ,Equity,2500000   ,0         
TWKS  ,               ,Equity,25000000  ,0         
TWLO  ,               ,Equity,25000000  ,0         
TWM   ,               ,Equity,25000000  ,0         
TWNK  ,               ,Equity,25000000  ,0         
TWO   ,               ,Equity,25000000  ,0         
TWOU  ,               ,Equity,25000000  ,0         
TWST  ,               ,Equity,25000000  ,0         
TX    ,               ,Equity,25000000  ,0         
TXG   ,               ,Equity,25000000  ,0         
TXMD  ,               ,Equity,25000000  ,0         
TXN   ,               ,Equity,25000000  ,0         
TXRH  ,               ,Equity,25000000  ,0         
TXT   ,               ,Equity,25000000  ,0         
TYD   ,               ,Equity,2500000   ,0         
TYL   ,               ,Equity,5000000   ,0         
TYLG  ,               ,Equity,2500000   ,0         
TYO   ,               ,Equity,5000000   ,0         
TYRA  ,               ,Equity,2500000   ,0         
TZA   ,               ,Equity,25000000  ,0         
TZOO  ,               ,Equity,2500000   ,0         
U     ,               ,Equity,50000000  ,0         
UA    ,               ,Equity,25000000  ,0         
UAA   ,               ,Equity,25000000  ,0         
UAL   ,               ,Equity,25000000  ,0         
UAMY  ,               ,Equity,25000000  ,0         
UAN   ,               ,Equity,2500000   ,0         
UAVS  ,               ,Equity,25000000  ,0         
UBA   ,               ,Equity,5000000   ,0         
UBER  ,               ,Equity,25000000  ,0         
UBFO  ,               ,Equity,2500000   ,0         
UBOT  ,               ,Equity,2500000   ,0         
UBR   ,               ,Equity,2500000   ,0         
UBS   ,               ,Equity,50000000  ,0         
UBSI  ,               ,Equity,20000000  ,0         
UBT   ,               ,Equity,2500000   ,0         
UBX   ,               ,Equity,25000000  ,0         
UCAR  ,               ,Equity,25000000  ,0         
UCBI  ,               ,Equity,20000000  ,0         
UCC   ,               ,Equity,2500000   ,0         
UCO   ,               ,Equity,100000000 ,0         
UCTT  ,               ,Equity,5000000   ,0         
UCYB  ,               ,Equity,2500000   ,0         
UDMY  ,               ,Equity,20000000  ,0         
UDN   ,               ,Equity,5000000   ,0         
UDOW  ,               ,Equity,25000000  ,0         
UDR   ,               ,Equity,25000000  ,0         
UE    ,               ,Equity,25000000  ,0         
UEC   ,               ,Equity,25000000  ,0         
UEIC  ,               ,Equity,5000000   ,0         
UFCS  ,               ,Equity,2500000   ,0         
UFI   ,               ,Equity,2500000   ,0         
UFO   ,               ,Equity,2500000   ,0         
UFPI  ,               ,Equity,7500000   ,0         
UFPT  ,               ,Equity,2500000   ,0         
UGA   ,               ,Equity,2500000   ,0         
UGE   ,               ,Equity,2500000   ,0         
UGI   ,               ,Equity,25000000  ,0         
UGL   ,               ,Equity,5000000   ,0         
UGP   ,               ,Equity,25000000  ,0         
UGRO  ,               ,Equity,2500000   ,0         
UHAL  ,               ,Equity,5000000   ,0         
UHALB ,               ,Equity,5000000   ,0         
UHS   ,               ,Equity,20000000  ,0         
UHT   ,               ,Equity,2500000   ,0         
UI    ,               ,Equity,2500000   ,0         
UIHC  ,               ,Equity,7500000   ,0         
UIS   ,               ,Equity,25000000  ,0         
UL    ,               ,Equity,25000000  ,0         
ULBI  ,               ,Equity,2500000   ,0         
ULCC  ,               ,Equity,25000000  ,0         
ULE   ,               ,Equity,2500000   ,0         
ULTA  ,               ,Equity,20000000  ,0         
UMBF  ,               ,Equity,7500000   ,0         
UMC   ,               ,Equity,25000000  ,0         
UMDD  ,               ,Equity,2500000   ,0         
UMH   ,               ,Equity,7500000   ,0         
UNF   ,               ,Equity,2500000   ,0         
UNFI  ,               ,Equity,25000000  ,0         
UNG   ,               ,Equity,25000000  ,0         
UNH   ,               ,Equity,25000000  ,0         
UNIT  ,               ,Equity,25000000  ,0         
UNL   ,               ,Equity,2500000   ,0         
UNM   ,               ,Equity,25000000  ,0         
UNP   ,               ,Equity,25000000  ,0         
UNTY  ,               ,Equity,2500000   ,0         
UNVR  ,               ,Equity,25000000  ,0         
UONE  ,               ,Equity,2500000   ,0         
UONEK ,               ,Equity,2500000   ,0         
UP    ,               ,Equity,25000000  ,0         
UPAR  ,               ,Equity,2500000   ,0         
UPBD  ,               ,Equity,20000000  ,0         
UPH   ,               ,Equity,25000000  ,0         
UPLD  ,               ,Equity,7500000   ,0         
UPRO  ,               ,Equity,50000000  ,0         
UPS   ,               ,Equity,25000000  ,0         
UPST  ,               ,Equity,25000000  ,0         
UPV   ,               ,Equity,2500000   ,0         
UPW   ,               ,Equity,2500000   ,0         
UPWK  ,               ,Equity,25000000  ,0         
UPXI  ,               ,Equity,2500000   ,0         
URA   ,               ,Equity,25000000  ,0         
URBN  ,               ,Equity,25000000  ,0         
URE   ,               ,Equity,2500000   ,0         
URGN  ,               ,Equity,5000000   ,0         
URI   ,               ,Equity,25000000  ,0         
URNJ  ,               ,Equity,7500000   ,0         
URNM  ,               ,Equity,15000000  ,0         
UROY  ,               ,Equity,7500000   ,0         
URTH  ,               ,Equity,7500000   ,0         
URTY  ,               ,Equity,25000000  ,0         
USAC  ,               ,Equity,5000000   ,0         
USAI  ,               ,Equity,2500000   ,0         
USAP  ,               ,Equity,2500000   ,0         
USAU  ,               ,Equity,2500000   ,0         
USB   ,               ,Equity,25000000  ,0         
USCI  ,               ,Equity,2500000   ,0         
USD   ,               ,Equity,5000000   ,0         
USDP  ,               ,Equity,2500000   ,0         
USDU  ,               ,Equity,7500000   ,0         
USFD  ,               ,Equity,25000000  ,0         
USFR  ,               ,Equity,25000000  ,0         
USHY  ,               ,Equity,25000000  ,0         
USIG  ,               ,Equity,25000000  ,0         
USIO  ,               ,Equity,2500000   ,0         
USL   ,               ,Equity,2500000   ,0         
USM   ,               ,Equity,7500000   ,0         
USMC  ,               ,Equity,2500000   ,0         
USMF  ,               ,Equity,2500000   ,0         
USMV  ,               ,Equity,25000000  ,0         
USNA  ,               ,Equity,2500000   ,0         
USO   ,               ,Equity,25000000  ,0         
USPH  ,               ,Equity,2500000   ,0         
USPX  ,               ,Equity,2500000   ,0         
USRT  ,               ,Equity,7500000   ,0         
UST   ,               ,Equity,2500000   ,0         
USXF  ,               ,Equity,2500000   ,0         
